Gene,Non-unique Gene name,Annotation,SPARK_0516,SPARK_1059,SPARK_1507,SPARK_1852,SPARK_1954,SPARK_2540
group_836,,hypothetical protein,,,BNPNPENK_01375,LNHDNJLJ_01433,,KELBMKEO_00956
group_800,,hypothetical protein,,HHCJKAOK_02043,,LNHDNJLJ_02127,KJPPOAMA_01478,
group_797,,hypothetical protein,,HHCJKAOK_01897,,,KJPPOAMA_01340,KELBMKEO_01532
alsE,alsE,D-allulose-6-phosphate 3-epimerase,JHOIBPIP_01563,,BNPNPENK_02046,LNHDNJLJ_02196,,
group_703,,hypothetical protein,JHOIBPIP_03704,HHCJKAOK_04260,,,,KELBMKEO_03863
group_647,,hypothetical protein,JHOIBPIP_01222,HHCJKAOK_01701,,,,KELBMKEO_01311
group_637,,hypothetical protein,,HHCJKAOK_02035,,LNHDNJLJ_02119,KJPPOAMA_01470,
agaC_1,agaC_1,N-acetylgalactosamine permease IIC component 1,,HHCJKAOK_00570,,,KJPPOAMA_00086,KELBMKEO_00126
group_594,,hypothetical protein,,,BNPNPENK_01379,LNHDNJLJ_01437,,KELBMKEO_00960
group_582,,hypothetical protein,,HHCJKAOK_02450,,,KJPPOAMA_01881,KELBMKEO_02080
srlR_1,srlR_1,Glucitol operon repressor,,HHCJKAOK_00573,,,KJPPOAMA_00089,KELBMKEO_00129
group_567,,hypothetical protein,JHOIBPIP_00119,,BNPNPENK_00586,LNHDNJLJ_00588,,
group_563,,hypothetical protein,JHOIBPIP_00679,HHCJKAOK_01174,,,,KELBMKEO_00685
rhaR_5,rhaR_5,HTH-type transcriptional activator RhaR,,HHCJKAOK_03092,BNPNPENK_03058,LNHDNJLJ_03175,,
group_537,,hypothetical protein,JHOIBPIP_00123,,BNPNPENK_00590,LNHDNJLJ_00592,,
gatY,gatY,D-tagatose-16-bisphosphate aldolase subunit GatY,JHOIBPIP_00122,,BNPNPENK_00589,LNHDNJLJ_00591,,
kbaY,kbaY,D-tagatose-16-bisphosphate aldolase subunit KbaY,,HHCJKAOK_00565,,,KJPPOAMA_00081,KELBMKEO_00121
manZ_1,manZ_1,PTS system mannose-specific EIID component,,HHCJKAOK_00569,,,KJPPOAMA_00085,KELBMKEO_00125
group_503,,hypothetical protein,,,BNPNPENK_01376,LNHDNJLJ_01434,,KELBMKEO_00957
mak_2,mak_2,Fructokinase,,HHCJKAOK_02467,,,KJPPOAMA_01895,KELBMKEO_02095
pgrR_7,pgrR_7,HTH-type transcriptional regulator PgrR,,HHCJKAOK_02460,,,KJPPOAMA_01889,KELBMKEO_02089
group_471,,hypothetical protein,,,BNPNPENK_01378,LNHDNJLJ_01436,,KELBMKEO_00959
group_470,,hypothetical protein,,,BNPNPENK_01377,LNHDNJLJ_01435,,KELBMKEO_00958
group_434,,hypothetical protein,,HHCJKAOK_02478,,LNHDNJLJ_02583,,KELBMKEO_02128
group_433,,hypothetical protein,,HHCJKAOK_03193,,,KJPPOAMA_02620,KELBMKEO_02817
yajO_2,yajO_2,1-deoxyxylulose-5-phosphate synthase YajO,,HHCJKAOK_02461,,,KJPPOAMA_01890,KELBMKEO_02090
galR_2,galR_2,HTH-type transcriptional regulator GalR,,HHCJKAOK_02466,,,KJPPOAMA_01894,KELBMKEO_02094
group_402,,hypothetical protein,,HHCJKAOK_02054,,LNHDNJLJ_02138,KJPPOAMA_01489,
group_399,,hypothetical protein,JHOIBPIP_03756,,BNPNPENK_04365,LNHDNJLJ_04394,,
exuR_2,exuR_2,putative HTH-type transcriptional repressor ExuR,,,,LNHDNJLJ_00650,KJPPOAMA_00159,KELBMKEO_00199
gntR_1,gntR_1,HTH-type transcriptional regulator GntR,JHOIBPIP_01559,,BNPNPENK_02042,LNHDNJLJ_02192,,
manP_3,manP_3,PTS system mannose-specific EIIBCA component,,HHCJKAOK_03086,BNPNPENK_03052,LNHDNJLJ_03169,,
scmP_2,scmP_2,N-acetylcysteine deacetylase,JHOIBPIP_03702,HHCJKAOK_04258,,,,KELBMKEO_03861
group_309,,hypothetical protein,,HHCJKAOK_02025,,LNHDNJLJ_02109,KJPPOAMA_01461,
group_305,,hypothetical protein,,HHCJKAOK_02057,,LNHDNJLJ_02141,KJPPOAMA_01492,
agaA,agaA,N-acetylgalactosamine-6-phosphate deacetylase,,HHCJKAOK_00567,,,KJPPOAMA_00083,KELBMKEO_00123
agaS,agaS,Putative D-galactosamine-6-phosphate deaminase AgaS,,HHCJKAOK_00566,,,KJPPOAMA_00082,KELBMKEO_00122
group_271,,hypothetical protein,,HHCJKAOK_02462,,,KJPPOAMA_01891,KELBMKEO_02091
prsE,prsE,Type I secretion system membrane fusion protein PrsE,,HHCJKAOK_03195,,,KJPPOAMA_02622,KELBMKEO_02819
group_239,,hypothetical protein,JHOIBPIP_01223,HHCJKAOK_01702,,,,KELBMKEO_01312
ulaA_1,ulaA_1,Ascorbate-specific PTS system EIIC component,JHOIBPIP_01562,,BNPNPENK_02045,LNHDNJLJ_02195,,
group_230,licC_3,Lichenan permease IIC component,,HHCJKAOK_02471,,,KJPPOAMA_01899,KELBMKEO_02099
gatZ,gatZ,D-tagatose-16-bisphosphate aldolase subunit GatZ,JHOIBPIP_00118,,BNPNPENK_00585,LNHDNJLJ_00587,,
kbaZ,kbaZ,D-tagatose-16-bisphosphate aldolase subunit KbaZ,,HHCJKAOK_00572,,,KJPPOAMA_00088,KELBMKEO_00128
pepP_2,pepP_2,Xaa-Pro aminopeptidase,,,BNPNPENK_01374,LNHDNJLJ_01432,,KELBMKEO_00955
group_211,,hypothetical protein,,HHCJKAOK_02055,,LNHDNJLJ_02139,KJPPOAMA_01490,
group_204,licC_2,Lichenan permease IIC component,,HHCJKAOK_02469,,,KJPPOAMA_01897,KELBMKEO_02097
scrY,scrY,Sucrose porin,,HHCJKAOK_02472,,,KJPPOAMA_01900,KELBMKEO_02100
exuT_2,exuT_2,Hexuronate transporter,,,,LNHDNJLJ_00651,KJPPOAMA_00160,KELBMKEO_00200
gatC,gatC,PTS system galactitol-specific EIIC component,JHOIBPIP_00115,,BNPNPENK_00582,LNHDNJLJ_00584,,
fruA_1,fruA_1,PTS system fructose-specific EIIABC component,JHOIBPIP_00120,,BNPNPENK_00587,LNHDNJLJ_00589,,
gmuD,gmuD,6-phospho-beta-glucosidase GmuD,,HHCJKAOK_02474,,,KJPPOAMA_01902,KELBMKEO_02102
group_168,,hypothetical protein,,HHCJKAOK_02056,,LNHDNJLJ_02140,KJPPOAMA_01491,
group_163,,hypothetical protein,,HHCJKAOK_03197,,,KJPPOAMA_02624,KELBMKEO_02821
novN,novN,Decarbamoylnovobiocin carbamoyltransferase,,,BNPNPENK_01382,LNHDNJLJ_01440,,KELBMKEO_00963
group_84,,hypothetical protein,,HHCJKAOK_00564,,,KJPPOAMA_00080,KELBMKEO_00120
group_72,,hypothetical protein,,,BNPNPENK_01381,LNHDNJLJ_01439,,KELBMKEO_00962
btuD_4,btuD_4,Vitamin B12 import ATP-binding protein BtuD,,HHCJKAOK_03196,,,KJPPOAMA_02623,KELBMKEO_02820
group_52,,hypothetical protein,,HHCJKAOK_02473,,,KJPPOAMA_01901,KELBMKEO_02101
group_20,,hypothetical protein,,HHCJKAOK_02074,,LNHDNJLJ_02160,KJPPOAMA_01509,
gtfA,gtfA,UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase GtfA subunit,,HHCJKAOK_03194,,,KJPPOAMA_02621,KELBMKEO_02818
ypjF~~~ypjF_1,ypjF;ypjF_1,Toxin YpjF,JHOIBPIP_03762,HHCJKAOK_00888,,,,
group_2351,,hypothetical protein,,,BNPNPENK_04372,,,KELBMKEO_03928
group_2350,,hypothetical protein,JHOIBPIP_02585,,BNPNPENK_03144,,,
yfjZ,yfjZ,Antitoxin YfjZ,JHOIBPIP_03763,HHCJKAOK_00887,,,,
cbeA_2~~~cbeA_3,cbeA_2;cbeA_3,Cytoskeleton bundling-enhancing antitoxin CbeA,,,BNPNPENK_04371,,,KELBMKEO_03926
group_2348,,hypothetical protein,JHOIBPIP_02587,,BNPNPENK_03146,,,
group_2347,,hypothetical protein,JHOIBPIP_03687,,,,,KELBMKEO_03848
group_2345,ugd,UDP-glucose 6-dehydrogenase,JHOIBPIP_01163,,,LNHDNJLJ_01715,,
group_2331,,hypothetical protein,JHOIBPIP_01387,,,LNHDNJLJ_01932,,
group_2329,,hypothetical protein,,HHCJKAOK_01190,,,,KELBMKEO_00703
group_2328,,hypothetical protein,,HHCJKAOK_01191,,,,KELBMKEO_00704
group_2324,,hypothetical protein,JHOIBPIP_02527,,BNPNPENK_03087,,,
group_2322,,hypothetical protein,JHOIBPIP_03766,HHCJKAOK_00884,,,,
group_2321,,hypothetical protein,JHOIBPIP_03767,HHCJKAOK_00883,,,,
group_2317,,hypothetical protein,,HHCJKAOK_01192,,,,KELBMKEO_00705
symE_3~~~symE_2,symE_3;symE_2,Toxic protein SymE,,,BNPNPENK_04319,LNHDNJLJ_04349,,
group_2308,,hypothetical protein,,HHCJKAOK_04317,,,,KELBMKEO_03918
group_2306,,hypothetical protein,JHOIBPIP_02526,,BNPNPENK_03086,,,
group_2301,,hypothetical protein,JHOIBPIP_03768,HHCJKAOK_00882,,,,
group_2289,,hypothetical protein,,,,LNHDNJLJ_01945,,KELBMKEO_01511
group_2287,,hypothetical protein,,,,LNHDNJLJ_01946,,KELBMKEO_01510
group_2285,,hypothetical protein,,,,LNHDNJLJ_01947,,KELBMKEO_01509
group_2284,,hypothetical protein,,,,LNHDNJLJ_01948,,KELBMKEO_01508
group_2281,,hypothetical protein,,,,LNHDNJLJ_01949,,KELBMKEO_01507
arsH,arsH,NADPH-dependent FMN reductase ArsH,,HHCJKAOK_03859,BNPNPENK_03918,,,
sigL,sigL,ECF RNA polymerase sigma factor SigL,,HHCJKAOK_03858,BNPNPENK_03917,,,
arsD_2,arsD_2,Arsenical resistance operon trans-acting repressor ArsD,,HHCJKAOK_03857,BNPNPENK_03916,,,
group_2260,,hypothetical protein,JHOIBPIP_02522,,BNPNPENK_03081,,,
arsA_2,arsA_2,Arsenical pump-driving ATPase,,HHCJKAOK_03856,BNPNPENK_03915,,,
yiaA,yiaA,Inner membrane protein YiaA,,,BNPNPENK_00180,LNHDNJLJ_00181,,
group_2237,,hypothetical protein,,,BNPNPENK_01003,,,KELBMKEO_00545
group_2228,,hypothetical protein,,HHCJKAOK_01204,,,,KELBMKEO_00718
group_2224,,hypothetical protein,JHOIBPIP_02523,,BNPNPENK_03082,,,
group_2213,,hypothetical protein,,HHCJKAOK_01198,,,,KELBMKEO_00712
cbeA_1,cbeA_1,Cytoskeleton bundling-enhancing antitoxin CbeA,,HHCJKAOK_01193,,,,KELBMKEO_00707
group_2207,,hypothetical protein,,,,LNHDNJLJ_02223,KJPPOAMA_01555,
group_2196,,hypothetical protein,,HHCJKAOK_01408,,,,KELBMKEO_00938
pat_3~~~bar,pat_3;bar,Phosphinothricin N-acetyltransferase,,HHCJKAOK_03855,BNPNPENK_03914,,,
group_2155,wbgU,UDP-N-acetylglucosamine 4-epimerase,,HHCJKAOK_01651,,,KJPPOAMA_01094,
group_2154,,hypothetical protein,,,BNPNPENK_01004,,,KELBMKEO_00546
group_2120,,hypothetical protein,,HHCJKAOK_01843,,,KJPPOAMA_01288,
group_2119,,hypothetical protein,,HHCJKAOK_01203,,,,KELBMKEO_00717
group_2118,klcA_1,Antirestriction protein KlcA,,HHCJKAOK_01197,,,,KELBMKEO_00711
group_2111,,hypothetical protein,,HHCJKAOK_03201,,,,KELBMKEO_02825
group_2109,,hypothetical protein,JHOIBPIP_02524,,BNPNPENK_03083,,,
group_2108,menH_4,2-succinyl-6-hydroxy-24-cyclohexadiene-1-carboxylate synthase,JHOIBPIP_01692,,,,KJPPOAMA_01671,
group_2101,,hypothetical protein,JHOIBPIP_02577,,BNPNPENK_03135,,,
group_2097,,hypothetical protein,,,BNPNPENK_00308,LNHDNJLJ_00311,,
group_2093,,hypothetical protein,,HHCJKAOK_01188,,,,KELBMKEO_00983
group_2076,,hypothetical protein,,HHCJKAOK_01199,,,,KELBMKEO_00713
group_2074,,hypothetical protein,,HHCJKAOK_03850,BNPNPENK_03909,,,
group_2071,,hypothetical protein,,,BNPNPENK_02759,LNHDNJLJ_02935,,
group_2059,,hypothetical protein,,,BNPNPENK_03072,,KJPPOAMA_02539,
group_2058,,hypothetical protein,JHOIBPIP_02514,,,LNHDNJLJ_03189,,
higB1,higB-1,Toxin HigB-1,JHOIBPIP_01595,,,LNHDNJLJ_02254,,
group_2042,,hypothetical protein,,HHCJKAOK_01194,,,,KELBMKEO_00708
group_2024,,hypothetical protein,,,BNPNPENK_02013,LNHDNJLJ_02164,,
group_2018,,hypothetical protein,,,BNPNPENK_02120;BNPNPENK_02121,LNHDNJLJ_02285,,
group_2007,,hypothetical protein,,,BNPNPENK_01866,LNHDNJLJ_01928,,
ecpD_2,ecpD_2,Fimbria adhesin EcpD,,,BNPNPENK_00996,LNHDNJLJ_01005,,
group_2002,,hypothetical protein,,HHCJKAOK_00730,BNPNPENK_00750,,,
der_2~~~era_1,der_2;era_1,GTPase Der;GTPase Era,JHOIBPIP_03770,HHCJKAOK_00879,,,,
group_1983,,hypothetical protein,,HHCJKAOK_00891,,,,KELBMKEO_00392
group_1971,,hypothetical protein,,,BNPNPENK_02052,LNHDNJLJ_02202,,
group_1965,,hypothetical protein,JHOIBPIP_01060,,BNPNPENK_01547,,,
ybaQ,ybaQ,putative HTH-type transcriptional regulator YbaQ,JHOIBPIP_01594,,,LNHDNJLJ_02253,,
group_1895,,hypothetical protein,JHOIBPIP_00517,,,,KJPPOAMA_00496,
group_1882,,hypothetical protein,,,BNPNPENK_01681,,,KELBMKEO_01278
group_1865,,hypothetical protein,,,BNPNPENK_03027,LNHDNJLJ_03148,,
intS_3~~~intS_5,intS_3;intS_5,Prophage integrase IntS,,HHCJKAOK_03844,BNPNPENK_03904,,,
group_1863,,hypothetical protein,JHOIBPIP_01858,,,,KJPPOAMA_01843,
group_1860,yedK_2,SOS response-associated protein YedK,JHOIBPIP_02517,,BNPNPENK_03076,,,
arsC_2~~~arsC,arsC_2;arsC,Arsenate reductase,,HHCJKAOK_03854,BNPNPENK_03913,,,
oprB,oprB,Porin B,,,,,KJPPOAMA_00163,KELBMKEO_00203
group_1817,ugd,UDP-glucose 6-dehydrogenase,,HHCJKAOK_01650,,,KJPPOAMA_01093,
group_1814,,hypothetical protein,,HHCJKAOK_03185,BNPNPENK_03236,,,
pal_3,pal_3,Peptidoglycan-associated lipoprotein,JHOIBPIP_03710,HHCJKAOK_04267,,,,
group_1801,,hypothetical protein,JHOIBPIP_01061,,BNPNPENK_01548,,,
group_1793,,hypothetical protein,,,BNPNPENK_02602,,KJPPOAMA_02118,
yedK_2,yedK_2,SOS response-associated protein YedK,,HHCJKAOK_02865,,,KJPPOAMA_02306,
malI_2,malI_2,Maltose regulon regulatory protein MalI,,,BNPNPENK_04732,LNHDNJLJ_04773,,
group_1737,,hypothetical protein,,,BNPNPENK_00998,LNHDNJLJ_01007,,
group_1722,,hypothetical protein,JHOIBPIP_01410,,,,KJPPOAMA_01337,
group_1719,,hypothetical protein,,,,,KJPPOAMA_04010,KELBMKEO_04172
group_1718,,hypothetical protein,,,,,KJPPOAMA_04012;KJPPOAMA_04011,KELBMKEO_04173
group_1716,,hypothetical protein,JHOIBPIP_00194,,BNPNPENK_00662,,,
group_1710,,hypothetical protein,,,,,KJPPOAMA_01833,KELBMKEO_02036
dmlR_8,dmlR_8,HTH-type transcriptional regulator DmlR,,,BNPNPENK_02050,LNHDNJLJ_02200,,
group_1708,,hypothetical protein,,HHCJKAOK_01842,,,KJPPOAMA_01287,
group_1707,,hypothetical protein,,HHCJKAOK_01202,,,,KELBMKEO_00716
group_1704,,hypothetical protein,,HHCJKAOK_01196,,,,KELBMKEO_00710
group_1702,,hypothetical protein,,,BNPNPENK_02073,LNHDNJLJ_02236,,
group_1701,,hypothetical protein,JHOIBPIP_03923,,,,KJPPOAMA_03925,
group_1696,ecpD_1,Fimbria adhesin EcpD,,,BNPNPENK_00995,LNHDNJLJ_01004,,
group_1694,,hypothetical protein,,HHCJKAOK_02870,,,KJPPOAMA_02310,
stiP_2~~~stiP_1,stiP_2;stiP_1,Cysteine protease StiP,,,BNPNPENK_02125;BNPNPENK_02126,LNHDNJLJ_02289,,
group_1693,,hypothetical protein,,HHCJKAOK_03177,BNPNPENK_03228,,,
group_1691,,hypothetical protein,,,BNPNPENK_03704,LNHDNJLJ_03747,,
group_1690,,hypothetical protein,,,BNPNPENK_03174,LNHDNJLJ_03218,,
group_1689,,hypothetical protein,,,BNPNPENK_02481,LNHDNJLJ_02661,,
group_1688,,hypothetical protein,,HHCJKAOK_02108,,,,KELBMKEO_01724
bdcR,bdcR,HTH-type transcriptional repressor BdcR,,,BNPNPENK_02059,LNHDNJLJ_02209,,
group_1685,,hypothetical protein,,,BNPNPENK_03062,LNHDNJLJ_03179,,
group_1683,yejK_2,Nucleoid-associated protein YejK,,HHCJKAOK_02046,,,KJPPOAMA_01481,
group_1682,,hypothetical protein,JHOIBPIP_00377,,,,KJPPOAMA_00356,
group_1681,,hypothetical protein,JHOIBPIP_02301,,,,KJPPOAMA_02326,
group_1679,,hypothetical protein,,,BNPNPENK_02056,LNHDNJLJ_02206,,
group_1675,,hypothetical protein,,,BNPNPENK_04617,LNHDNJLJ_04658,,
group_1674,,hypothetical protein,,,BNPNPENK_01710,LNHDNJLJ_01766,,
group_1673,,hypothetical protein,JHOIBPIP_03354,,,,KJPPOAMA_03380,
group_1672,,hypothetical protein,,HHCJKAOK_02387,,,,KELBMKEO_02012
group_1670,,hypothetical protein,,,,LNHDNJLJ_03910,,KELBMKEO_03449
group_1668,,hypothetical protein,,,,,KJPPOAMA_01814,KELBMKEO_02017
group_1660,,IS110 family transposase ISEc81,,,BNPNPENK_01496,LNHDNJLJ_03487,,
group_1659,,IS110 family transposase ISEc81,,,BNPNPENK_02659,LNHDNJLJ_00226,,
group_1658,,IS481 family transposase ISHne2,,,BNPNPENK_02505,LNHDNJLJ_03360,,
group_1657,,IS481 family transposase ISHne2,,,BNPNPENK_00981,LNHDNJLJ_00937,,
group_1634,,hypothetical protein,,,2_refound_17,LNHDNJLJ_02423,,
group_1631,,hypothetical protein,,,2_refound_18,LNHDNJLJ_02700,,
group_1630,,hypothetical protein,JHOIBPIP_04705,,BNPNPENK_00395,,,
group_1625,,hypothetical protein,,HHCJKAOK_02779,,,,KELBMKEO_02427
group_1624,,hypothetical protein,,HHCJKAOK_02210,,,,KELBMKEO_01836
group_1617,,hypothetical protein,,,,,4_refound_33_pseudo,KELBMKEO_04171
group_1615,,hypothetical protein,,HHCJKAOK_04842,,,,KELBMKEO_04463
group_1614,,hypothetical protein,JHOIBPIP_03215,,,,KJPPOAMA_03249,
group_1610,,hypothetical protein,,HHCJKAOK_03200,,,,KELBMKEO_02824
group_1609,,hypothetical protein,,HHCJKAOK_02111,,,,5_refound_39
group_1607,,hypothetical protein,,HHCJKAOK_03548,,,,KELBMKEO_03179
group_1601,,hypothetical protein,,HHCJKAOK_00938,,,,KELBMKEO_00439
group_1598,,hypothetical protein,,HHCJKAOK_02040,,,KJPPOAMA_01475,
group_1597,,hypothetical protein,,,BNPNPENK_01890,LNHDNJLJ_01975,,
group_1584,,hypothetical protein,,,BNPNPENK_02004,LNHDNJLJ_02129,,
group_1578,,hypothetical protein,,,2_refound_16,LNHDNJLJ_01971,,
group_1577,,hypothetical protein,JHOIBPIP_01464,,,,KJPPOAMA_01395,
group_1570,,hypothetical protein,,HHCJKAOK_03202,,,,KELBMKEO_02826
group_1555,,hypothetical protein,JHOIBPIP_01796,,,,KJPPOAMA_01775,
group_1548,,hypothetical protein,0_refound_2,,BNPNPENK_03085,,,
group_1547,,hypothetical protein,,1_refound_10_pseudo,,,,KELBMKEO_03813
group_1541,,hypothetical protein,,,BNPNPENK_02417,LNHDNJLJ_02597,,
group_1539,,hypothetical protein,,HHCJKAOK_01992,,,,KELBMKEO_01671
group_1536,,hypothetical protein,JHOIBPIP_02525,,BNPNPENK_03084,,,
group_1533,,hypothetical protein,,,,,KJPPOAMA_04013,KELBMKEO_04174
group_1532,,hypothetical protein,,,,3_refound_25,KJPPOAMA_03303,
group_1529,,hypothetical protein,,,BNPNPENK_03294,LNHDNJLJ_03322,,
group_1521,,hypothetical protein,,,BNPNPENK_01982,LNHDNJLJ_02086,,
group_1514,,hypothetical protein,,HHCJKAOK_02299,,,,KELBMKEO_01924
group_1513,,hypothetical protein,,HHCJKAOK_01227,,,,KELBMKEO_00755
group_1507,,hypothetical protein,,HHCJKAOK_02451,,,,KELBMKEO_02081
group_1497,,hypothetical protein,,,BNPNPENK_00894,LNHDNJLJ_00899,,
group_1495,,hypothetical protein,JHOIBPIP_03313,,,LNHDNJLJ_03946,,
group_1489,,hypothetical protein,,HHCJKAOK_02640,,,,KELBMKEO_02290
group_1476,,hypothetical protein,,HHCJKAOK_01894,,,,KELBMKEO_01529
group_1466,,hypothetical protein,,,BNPNPENK_01970,LNHDNJLJ_02058,,
group_1462,,hypothetical protein,JHOIBPIP_02578,,BNPNPENK_03136,,,
group_1448,,hypothetical protein,,HHCJKAOK_02388,,,,KELBMKEO_02013
group_1447,,hypothetical protein,,HHCJKAOK_02030,,,KJPPOAMA_01466,
group_1438,,hypothetical protein,,,BNPNPENK_00708,LNHDNJLJ_00717,,
group_1436,,hypothetical protein,,HHCJKAOK_02389,,,,5_refound_40_pseudo
group_1422,,hypothetical protein,,,BNPNPENK_00307,LNHDNJLJ_00310,,
group_1404,,hypothetical protein,,,,3_refound_26_pseudo,KJPPOAMA_04341,
group_1398,,hypothetical protein,,,,,4_refound_32,KELBMKEO_03274
group_1393,,hypothetical protein,,,BNPNPENK_02676,LNHDNJLJ_02853,,
group_1392,,hypothetical protein,,,BNPNPENK_02647,LNHDNJLJ_02825,,
group_1383,,hypothetical protein,,HHCJKAOK_02032,,,4_refound_31,
group_1380,,hypothetical protein,,,BNPNPENK_03167,LNHDNJLJ_03211,,
group_1374,,hypothetical protein,,,2_refound_19,LNHDNJLJ_03990,,
pmrD,pmrD,Signal transduction protein PmrD,,HHCJKAOK_01707,,,,KELBMKEO_01317
group_1363,,hypothetical protein,JHOIBPIP_02589,,BNPNPENK_03149,,,
group_1341,,hypothetical protein,,HHCJKAOK_02053,,,KJPPOAMA_01488,
group_1333,,hypothetical protein,,HHCJKAOK_02185,,,,KELBMKEO_01812
group_1326,,IS3 family transposase ISYpe1,,,,LNHDNJLJ_02945,KJPPOAMA_00650,
group_1318,,hypothetical protein,,,BNPNPENK_02163,LNHDNJLJ_02328,,
group_1305,,hypothetical protein,JHOIBPIP_04567,,,,KJPPOAMA_04571,
group_1293,,hypothetical protein,,HHCJKAOK_02048,,,KJPPOAMA_01483,
group_1288,,hypothetical protein,,,BNPNPENK_02200,LNHDNJLJ_02365,,
group_1264,,hypothetical protein,,,BNPNPENK_04217,LNHDNJLJ_04246,,
group_1263,,hypothetical protein,,,BNPNPENK_00330,LNHDNJLJ_00334,,
group_1260,,hypothetical protein,,,BNPNPENK_04805,LNHDNJLJ_04840,,
group_1255,,hypothetical protein,,HHCJKAOK_03105,,,,KELBMKEO_02735
group_1251,,hypothetical protein,,,BNPNPENK_02007,LNHDNJLJ_02132,,
ccdB,ccdB,Toxin CcdB,,,BNPNPENK_00049,LNHDNJLJ_00052,,
group_1242,,hypothetical protein,,HHCJKAOK_01516,,,,KELBMKEO_01108
group_1241,,hypothetical protein,JHOIBPIP_03315,,,LNHDNJLJ_03949,,
group_1240,,hypothetical protein,0_refound_3,,,LNHDNJLJ_03948,,
group_1233,,hypothetical protein,,HHCJKAOK_04307,,,,KELBMKEO_03908
group_1226,,hypothetical protein,,,,LNHDNJLJ_00038,KJPPOAMA_04369,
group_1214,,hypothetical protein,,1_refound_9,,,,KELBMKEO_03483
group_1182,,hypothetical protein,,,BNPNPENK_02009,LNHDNJLJ_02134,,
higB2,higB2,Putative toxin HigB2,,,BNPNPENK_00329,LNHDNJLJ_00333,,
group_1181,,hypothetical protein,,HHCJKAOK_02044,,,KJPPOAMA_01479,
group_1168,,hypothetical protein,,,,,KJPPOAMA_03075,KELBMKEO_03269
group_1161,,hypothetical protein,,,,LNHDNJLJ_00039,KJPPOAMA_04370,
higA,higA,Antitoxin HigA,,HHCJKAOK_03606,,,,KELBMKEO_03236
group_1159,,hypothetical protein,,HHCJKAOK_01200,,,,KELBMKEO_00714
group_1154,,hypothetical protein,,HHCJKAOK_04475,,,,KELBMKEO_04094
arsD_1,arsD_1,Arsenical resistance operon trans-acting repressor ArsD,,HHCJKAOK_03851,BNPNPENK_03910,,,
group_1148,,hypothetical protein,JHOIBPIP_03933,,,,KJPPOAMA_03933,
group_1140,,hypothetical protein,,,BNPNPENK_04529,LNHDNJLJ_04572,,
group_1122,,hypothetical protein,,HHCJKAOK_02041,,,KJPPOAMA_01476,
group_1119,,hypothetical protein,JHOIBPIP_04063,,,,KJPPOAMA_04068,
group_1115,,hypothetical protein,,HHCJKAOK_02174,,,,KELBMKEO_01801
group_1107,,hypothetical protein,,,BNPNPENK_00285,LNHDNJLJ_00289,,
group_1106,,hypothetical protein,,HHCJKAOK_02047,,,KJPPOAMA_01482,
group_1105,,hypothetical protein,,HHCJKAOK_02031,,,KJPPOAMA_01467,
group_1104,,hypothetical protein,,HHCJKAOK_01752,,,,KELBMKEO_01367
group_1101,,hypothetical protein,JHOIBPIP_02177,,,,KJPPOAMA_02200,
group_1097,,hypothetical protein,,HHCJKAOK_02403,,,,KELBMKEO_02029
group_1083,,hypothetical protein,,HHCJKAOK_03198,,,,KELBMKEO_02822
group_1072,,hypothetical protein,JHOIBPIP_03314,,,LNHDNJLJ_03947,,
group_1070,,hypothetical protein,,,BNPNPENK_02006,LNHDNJLJ_02131,,
group_1054,,hypothetical protein,,HHCJKAOK_01228,,,,KELBMKEO_00756
group_1048,,hypothetical protein,JHOIBPIP_03312,,,LNHDNJLJ_03945,,
group_1045,,hypothetical protein,,,BNPNPENK_02051,LNHDNJLJ_02201,,
group_1032,,hypothetical protein,,,,,KJPPOAMA_03076,KELBMKEO_03270
group_1018,,hypothetical protein,,,BNPNPENK_02132,LNHDNJLJ_02295,,
group_1017,,hypothetical protein,,HHCJKAOK_01514,,,,KELBMKEO_01106
group_1011,,hypothetical protein,,,BNPNPENK_02677,LNHDNJLJ_02854,,
group_1006,lrp_1,Leucine-responsive regulatory protein,,,BNPNPENK_03275,LNHDNJLJ_03303,,
yhcH_1,yhcH_1,putative protein YhcH,,,BNPNPENK_00166,LNHDNJLJ_00167,,
group_1000,,hypothetical protein,,HHCJKAOK_01201,,,,KELBMKEO_00715
group_994,,hypothetical protein,,,BNPNPENK_02123,LNHDNJLJ_02287,,
group_993,,hypothetical protein,,,BNPNPENK_01880,LNHDNJLJ_01964,,
group_992,,hypothetical protein,,HHCJKAOK_01229,,,,KELBMKEO_00757
group_991,,hypothetical protein,,HHCJKAOK_00889,,,,KELBMKEO_00390
group_972,,hypothetical protein,,,BNPNPENK_02003,LNHDNJLJ_02128,,
group_970,,hypothetical protein,JHOIBPIP_03711,HHCJKAOK_04268,,,,
group_966,,hypothetical protein,,,BNPNPENK_03319,LNHDNJLJ_03349,,
group_965,,hypothetical protein,,HHCJKAOK_02787,,,,KELBMKEO_00971
group_964,,hypothetical protein,JHOIBPIP_03808,,,,KJPPOAMA_03810,
group_958,,hypothetical protein,,HHCJKAOK_01195,,,,KELBMKEO_00709
group_955,,hypothetical protein,,,,,KJPPOAMA_03077,KELBMKEO_03271
group_951,,hypothetical protein,,HHCJKAOK_01893,,,,KELBMKEO_01528
